FL7066893,F94628,24E
XH6601692,SY2712,21E
EL4458785,AS6451,30E
GG8645038,UA4486,4D
KL9987064,WN5353,12E
PK7468661,WN3180,22B
XI7897334,B62287,8B
SA1280283,AA7717,16F
TI9702492,WN6098,14B
GM6730287,AA4142,7F
ZQ0411986,WN2287,30E
FQ2630758,DL4211,9A
HW7258684,G45486,6C
AY6925486,F98700,8A
SU6946176,UA1132,18D
CS2584541,WN9584,13E
MQ9139557,UA5195,5A
CL3653574,F96107,17E
TG2660371,SY2658,25F
PI3072603,AS8807,24B
ZX0401910,NK9262,5C
PO9055758,G43627,23B
OU6108778,SY2510,22B
TW7215480,WN2827,8B
IW8842517,B62853,1D
EA9148671,F92521,6C
NC9096375,G43627,4A
JC2447649,G42389,10B
RD4401718,SY1437,11D
FX4292408,AS6984,14D
OS7239445,AA5055,25D
MR3784104,DL5422,9A
ZY9334722,DL8556,23F
DC3980144,G48714,22F
RR7453930,UA4574,7F
BK8811627,AS6451,22D
AE4954456,B64837,2E
GI8938413,AA8768,19D
SE6352551,F94103,7D
DN1785599,F97552,13E
RN5644698,UA4617,5B
DR9844498,F96234,1F
MK1119842,G41154,30A
TC3715554,B64079,25A
ZL6037119,B69635,19E
ZM2740973,G44023,30A
FP8959326,WN2341,14E
SO9229627,AA7260,2F
GZ6316781,WN5411,29C
FI4111644,WN5837,23D
WP6017944,WN7322,15F
UY2885304,SY6295,6A
OU9423560,NK3795,12F
EW6716901,AS5326,25B
VW5261320,AA6323,4D
WL8019040,WN2583,7B
MY9873812,G45583,18A
XB5133766,WN9737,14A
GU3971971,UA1486,14B
DI9621405,WN7314,25F
OQ1447556,AS6080,8F
FC0131254,F99177,24D
JR8343568,DL4281,28B
EQ9762363,B64837,15F
VI6389799,UA2567,21C
DQ2599828,SY1321,14A
CR3458153,AA8768,9B
HG5693762,UA4617,17F
DJ7330636,AA2452,25A
AR8317291,B69265,28F
WV0711462,G44923,20B
MI3724994,AA9801,18B
ND5191057,SY2910,7C
BN1087832,SY4732,20E
PI3072603,UA7063,22B
FM5846639,WN3733,25B
GE0941819,B62220,9A
CI0843681,WN8320,1E
PL8008437,F94628,17E
FL1704894,AS7701,12E
DL5275365,WN1155,26B
BY3079598,UA7540,8E
KT2434415,SY8036,14F
WY5290621,AA8499,3E
UY0397805,B66843,10A
WB6757558,B68446,24D
TL7815415,AS8403,18E
DT4942888,B64837,20E
TH1352268,SY9777,14C
CK2485544,WN2013,19C
LN6217530,DL5240,26D
ZA1381919,UA9503,11F
JK5515623,AS8506,23A
MY6051378,NK9331,21A
KZ1814049,SY5320,4B
MP1389891,AA8642,2D
IC2972372,G43102,13E
EO4455138,WN7314,24F
TY5486331,AA9721,25D
WR4908060,SY8644,20E
VT2717252,B62882,28B
EH3458026,SY8369,22B
DJ5532646,WN5278,8E
KZ2881474,AS8807,20C
TB5582634,AA8642,5C
SI2104305,AS1471,23C
NS9663302,WN8862,12E
NI4568173,DL2507,11F
KF7519700,SY1530,3E
GV4208901,B66843,30A
QK4153519,G43627,14C
JD6974957,AS8506,15D
GI7218527,SY6497,19C
FN8743493,WN6080,4B
AM4251474,B69270,23A
ND8689522,UA7486,18E
KC5710381,G49169,10E
HU2571930,SY1748,12C
JS8659458,NK3308,26D
NF0318414,UA3866,23A
ZY3024713,DL3882,8A
JH3155798,B67231,14B
AI0381129,AA5999,16F
JZ3493625,NK9301,21A
PY1579362,B62506,6D
ON7970759,SY6497,2A
WB2754912,AA7722,16F
NF0318414,AS8014,23C
OQ4315947,DL6094,12D
YM8649597,DL7755,28B
LE4453350,UA9387,26D
AJ0536788,NK7897,11C
EJ3812304,F98700,25D
TM2023638,AA5999,7B
HM0447384,DL6094,28C
WK8678337,AA7410,9B
VN8234182,G41031,18A
ZA9701608,AA6323,7B
TL9629239,SY7190,19F
KD1902653,SY5572,15D
DH3669921,DL8153,18F
CP8222838,F96107,30B
LJ8084526,DL3424,16D
ZQ0411986,SY1821,17F
UU0344749,NK7192,17D
LX1667958,AA1020,17C
NC3298224,NK7897,11B
LP4133173,NK1798,28B
UI3410260,G48442,2E
DA2631042,G43102,14F
KH3004637,DL8326,28F
ZA6115630,UA1241,1B
NE2675499,NK2993,23B
EE6551012,UA2123,22E
LL2884677,AS3926,9F
GI6174003,NK7484,7C
MY6051378,B62853,1F
VC7135817,B62145,25F
FY9035856,WN2481,21A
FA0106578,UA2004,30E
ME8064070,F93032,12B
AY9991348,UA5473,9A
TI9773783,UA1132,5B
RU4609960,B69265,29B
KY8762271,NK3606,17F
WG4909060,UA8195,1E
OP6975085,G41154,28B
YK9972273,B64837,24D
FG4290757,DL2507,10A
BL2703695,SY1573,4C
VT5959518,DL6094,18D
TX8846283,G41446,17F
IB9013270,F96858,21A
NP9747216,G41154,27A
EZ0410474,SY2681,12E
JW0982979,B61522,16D
YR9033214,DL4585,2C
SL2853326,SY1452,25A
BW9816328,G42213,1E
OS6383008,AS3647,12C
YX1773405,F97500,16F
TY5554563,F99400,20D
ZR7785529,WN3733,22B
XV6958677,AA9801,21F
MH9656379,SY1214,16F
LQ9795930,WN2583,4F
ZA1142825,WN2013,7A
VA5612343,DL4211,24E
EQ9762363,UA2834,14B
VH4508307,NK1934,21A
FP6785470,SY2910,13A
HP6200590,F96107,5A
TL5438735,UA3866,12D
BX2499325,AS9075,28A
CE9225475,F95795,27E
TQ0290106,UA1132,17A
AK5554315,NK7342,24B
SE9446561,WN1816,23E
BF9480341,AA7260,23B
EO9564462,B64098,29F
WH7540885,WN7830,8A
RU4609960,WN2341,7D
TM5624438,AS6080,27A
YY8615017,F96234,9D
EH4270279,AS2777,28C
BL2703695,UA2004,7F
TE3888177,SY5818,9B
KL3986264,UA4010,21A
WR0399920,B69474,11E
MS2566741,UA3547,19F
QL2484745,NK3308,14A
SY6574043,F98742,20E
BG3508056,WN2583,12B
VF7710306,F93006,8F
PS9431196,SY2658,29F
OI9364891,WN4109,15D
UB4657628,G41263,19C
NL3434456,AS7407,19F
IY3282225,WN1157,3A
PB9976423,DL6021,21C
NV5682050,NK1276,12E
XO5167940,SY1573,9C
QL3476659,WN2415,12A
FQ2630758,NK7192,7B
RN9931241,AA8867,15E
BO1254662,UA4486,14F
TJ2406714,NK1276,27B
EO4455138,SY3251,10E
MN3167480,WN5716,16A
OG9153798,G43772,23A
HX0081000,AS6184,9B
HG5693762,SY5679,15A
VX4099457,NK3308,27C
WS8370315,AA9721,24E
PR8297650,NK2985,9E
LF8675640,NK2675,19E
IA2741964,AS1625,26A
CA3029264,NK1934,24E
CF4578673,AA6881,26D
YI5781072,G41263,3E
GG8614650,G42640,18B
ZK2499249,DL6040,30B
WF0986389,B66908,13E
TM5624438,G45486,15B
BO3798356,UA6250,6B
LQ9458974,NK1621,29B
PN4113158,WN6149,3A
BC8334868,SY7893,11A
GE2818377,B65056,21F
KO0691737,F91506,18F
NU0057313,UA7097,29D
GK9803176,AA8642,10C
OB5549130,F96107,3A
MF2396646,WN6393,24A
LK9510481,SY1748,12D
OV6595365,WN3753,15B
OP6975085,NK3670,23D
PD8079836,WN8857,30F
XT0492242,NK2378,23A
GI7218527,AS2260,8E
SI5334185,F96858,7E
XR4853163,AS6080,30A
OU6108778,AS9075,30B
JF3119013,AS2256,27A
QW5228128,AS6974,30C
YW9821520,AS8403,25E
QW1178402,B66002,28A
GV8483903,F97552,4E
CX5600861,WN1105,23A
LB0887873,DL4239,22C
ZY0434855,G42213,23C
SN2603512,SY3251,10D
YZ5077156,F92686,24B
CP1479390,SY3310,5E
LC6960175,F91812,13A
BO6374466,SY1821,16C
VR3255371,AA1020,12D
EW7445219,B68446,13A
YY8369492,DL4164,8F
KF4868448,B68668,27D
OY7751506,NK3670,22A
YY9409845,B68900,30B
XC0575347,NK3635,17C
MT1459238,NK5912,26C
VX4821400,UA4486,10D
BB0027002,AA4672,29C
BK8811627,F94599,9F
FT9417661,AA3236,21A
XD1562871,NK8966,27F
FE8113384,B66047,9B
IX7512796,AS3647,24C
TR0342851,UA7540,4A
VL1104253,AS2693,5C
GM9803490,NK7342,14F
CX9927163,DL8326,24A
UP3236216,AA4672,2F
CF0423111,DL2230,1A
YS7714413,UA8933,18A
AE4954456,NK1798,10B
AA3329748,AS3926,24F
WD2021097,DL2230,6F
AW9518882,F96630,28A
SO3252721,B68900,16A
QV8318945,NK8066,21C
QA3196754,G42324,26B
LW8249761,DL6571,27A
SG4931611,UA4473,14E
ME4924684,WN7322,30C
YL1505601,SY1321,14F
OL2036950,NK1017,9A
CF6536276,DL8923,12B
YP9194402,AA6356,25A
AI6628740,UA4633,20A
DH4946545,AA5999,1A
SZ7298740,DL3704,4B
FN7045701,WN8320,18C
DA5464880,UA9465,16D
WS7183505,G43307,26B
XF9825410,DL4239,8D
NF2806944,NK7314,7A
EC2334632,WN5411,10E
PQ1873601,SY9777,18F
GV1925679,SY2047,4E
HB0168889,G42640,6F
NZ2377366,F94628,12C
QO7566342,WN7257,26E
JS8659458,WN4359,15D
LZ1545434,AA4142,26D
AD8165656,F95294,11F
GP8461788,F93032,19D
PS7061586,NK1621,24D
UX4709212,UA4633,10F
DK9004542,WN5845,9B
PR8251629,WN7257,23A
KR1490231,UA7693,17E
YZ1995821,DL6215,20E
CN1693304,WN4733,30E
QH3094810,DL4239,30A
QR6798063,DL4036,4D
ZM8665214,UA6250,25C
IJ0094044,AA4672,21C
QO7566342,F95813,6C
KH6793520,G41446,16B
ZX7407834,WN6393,2F
UK0440520,AS1625,19B
QY7606033,NK9331,5C
OV2775867,B66002,27D
BP7150146,SY2681,18E
NE7102219,B64837,5F
NT4473944,AS6630,25C
WL3715355,AS6531,24E
KG8529360,F92686,1D
GO8963083,SY2712,21A
TQ4301644,SY6939,1F
EB8186418,AS8506,6A
FY1206537,G41154,13A
IL4693537,WN9737,1A
DL5275365,WN2481,22E
YF0345128,F97267,3C
GM9471837,SY8036,18D
OI3775466,WN2341,22F
JY3631823,WN5278,27E
CI6065079,G41263,15B
WC1011125,B61327,4A
AQ8735248,G46169,29A
FC8311689,UA5195,8E
NU5319924,G45062,18E
EI4341131,NK9560,27D
RM6280302,F91506,6D
QV2684948,F92365,2A
BK8271416,SY1530,28F
NK3786412,F97552,12B
CI6707590,AA9104,9F
MP2830098,SY5818,10C
CP8222838,F96387,7E
SR6793442,SY1075,6C
NZ2377366,UA8195,16D
TG8986338,G41154,5B
PI5708675,G45459,19D
IA7586388,WN2341,4A
FE8113384,AA2382,9B
FJ8982854,WN3733,15E
ZS9720729,F98672,15E
HM6824468,WN1157,3E
WU3203798,AS8506,11B
YR2803000,WN3753,16C
AE0854213,F94567,16D
AO4316118,SY3482,6D
DA6161506,DL7948,12E
NC5243303,DL3774,12F
VZ4233929,F96387,23B
GI1216408,UA1919,26A
WU3060158,DL6215,20A
EG5986703,NK8277,3F
FI3198721,SY9876,20A
PI1217814,B66675,2A
ET2916641,NK7897,25B
EV4138704,AA6228,7E
TU1147528,SY5679,12E
LK3349470,B66675,14B
VZ3059061,B61522,1D
QU5274175,NK7827,9E
JJ1413445,AS6984,10E
VL4503891,G42640,25A
YI0634057,WN6080,17A
LS5783898,AS6950,28F
UD4446653,G41786,14B
KH3004637,WN5388,17A
RJ4024921,AA3427,14D
LV1016904,WN8862,13E
CG3274294,F92825,9B
AR7251899,UA2644,15C
KM4393772,AS2394,10C
OK2233679,G42213,2F
GW6620232,UA6424,4A
MS8541597,AS6950,16E
HS8091878,G46169,9E
JY0474993,UA2567,1A
PM1575390,F91153,6F
OO5716758,NK2985,11E
DX2349549,WN2481,10E
ZC6591292,WN6393,6B
AB9081538,F92825,3E
ZQ0411986,AS2394,17C
GJ7157461,WN8014,28E
NA1910323,G48714,9F
EZ9182136,SY1321,25F
GJ9988753,AA4066,10B
CJ6955136,F94567,14F
RT4282176,NK1276,15B
IJ3485054,NK3153,30F
WT8727983,WN1157,22E
EZ3275057,NK1798,5A
UZ4481610,AS6451,15A
AA5408468,B66002,21D
WH6127585,AA3427,1E
LK3349470,F96434,28E
EC2334632,WN3753,21C
RE0497352,F91812,4B
CH3681059,AS7407,21A
FO3538828,UA4473,1E
YR8786524,DL2287,15A
LV6137361,F92365,26A
YW6609793,SY1573,13D
SI0688935,AA3427,21B
RT4282176,F96434,30A
CR9470708,DL6021,27B
LL7069270,WN2415,16B
FD0889352,WN6037,6C
HB8932402,WN7682,18D
GU0498990,AA5886,16F
DK5644849,G48442,22A
WJ7479683,B69474,5A
CX3400118,F97348,8D
AO6221895,UA4486,2E
RI4665936,DL5973,10C
XM4989924,G49547,18F
HZ7598330,WN1157,6E
RR9129411,NK1067,14B
DS5729306,AS4173,13A
JJ1413445,NK9301,9C
QA8870201,B66041,25F
JY7694365,AS6984,29B
EH3458026,DL8923,1B
VU0215769,B64790,21D
SC0925030,NK2985,20E
KF8182753,B64167,9C
AY9740125,UA6424,1D
YF0252562,G45459,4E
UY2042871,DL7051,9E
PQ4940929,SY1748,25B
CI6707590,DL3774,1F
SE1189298,AS2693,21B
SB5728726,WN5188,10C
WQ4845872,NK9262,23F
PI3072603,DL6040,29D
AX3444379,AS6080,5C
YU5246637,UA4486,14C
GH2726280,NK1978,3E
PI5020690,WN6844,19C
GX1025791,F94628,5B
VF0838602,WN3706,24A
GV8483903,G45486,9D
MC3168307,WN2722,11C
YS0362856,G46152,12D
HM8224285,G41263,9D
ZA9668922,AS7407,28B
OQ6600562,UA8195,1D
VD8415290,F96630,30A
PP7053259,UA1132,9A
WS6576133,UA1599,15C
CO9248554,UA2834,1C
ZK3806742,G48357,22E
OB8993976,NK3670,2A
YE0524842,F96556,24F
HI5249073,AS7365,19A
LV1016904,SY5171,27B
FY9035856,AA7900,12E
UU0344749,AA8894,4D
ZM4236079,AA4142,2C
YY8369492,NK1934,19D
OV9008734,UA4486,25D
AR7251899,DL5422,26C
WV8939759,NK9648,5E
KF2052750,B66041,15B
EV4138704,B68119,4A
UH1294748,DL6547,30A
CF0909381,WN7844,7B
AC2290607,SY1948,8B
XB5133766,AA1020,14E
PL6524112,UA3100,13A
QG8108785,G49547,28B
LK9299913,G46225,17C
OQ6279675,B62121,1D
BE7776050,WN2827,20E
OK1716093,AS6531,5C
CN7002022,UA3428,21F
WS4087106,NK5275,4E
JX7121985,DL6215,5D
FB2966271,B68668,21C
KQ7198012,NK2749,7F
AW2968628,F92879,4C
DX2349549,F96858,23C
YX6551379,NK8666,4A
JY9978591,F95058,8C
HM7199949,WN4109,8F
GU6744589,UA1132,12D
EE6551012,B62121,13F
NV2186254,WN7322,15E
TZ9403939,B61186,1F
DG8571628,WN2013,8D
IL2145701,WN2481,13B
UI6833767,AA7603,21A
PE2052584,WN2827,23B
ZJ3810808,AS2260,21F
EM3597844,DL8556,30D
WO3264582,SY1478,13A
PX8518568,AS2376,2C
JX6914208,NK4987,7B
ME8064070,DL3774,25D
CR9646746,AS9075,21F
PE6172787,DL6040,24A
UQ1638426,NK7342,4C
GK9803176,DL8153,21B
LK9510481,SY6915,19D
CP5036719,DL7865,10B
EZ4751518,AA7410,11B
DW1183404,B62121,11E
BU6075577,NK3670,27F
CH4321850,DL3424,8B
VI9775828,NK4069,17A
XD8016502,WN3175,9A
BR0715892,SY5818,4C
GE2818377,F95813,28C
ZR0141226,F96387,14B
TV5080723,NK2675,19D
YR8786524,WN5411,19C
SO8181396,DL3774,23B
QH9495815,DL4585,29E
PL7431665,AA4142,28D
NI8180934,B66002,24B
OA0029628,SY8036,17D
ER4811062,G43364,6A
XO9749915,G43627,23C
FX1928096,DL4473,13F
LK4138951,G42640,14B
NL5469551,SY5679,3E
MU2414888,AA5886,17A
AC2249671,AS2376,12C
FA0106578,F95294,9A
LZ5798502,G41251,14E
SI0688935,G49193,27D
UK0074043,WN5353,27F
HX6771033,G49547,16C
HN5527786,WN3733,17B
SA1876960,B64079,19B
HW6330162,B64167,11C
QA9274262,NK5275,25C
WL2837585,WN2481,18F
JO0690517,AA4066,30C
XJ1615510,WN5188,24F
UC6874269,F94764,17E
OG1804135,UA9387,26D
AA3795553,NK3205,30E
IO6093215,G46214,5C
QH9009336,WN7314,1F
FD1267323,G47167,30A
YT5946726,NK2985,25C
QQ3113379,WN1795,5F
AP3622538,AS2256,26C
WL8019040,NK3795,6B
WP0863201,G47754,11F
ZM1415846,DL6412,21D
WC7278995,SY8661,10B
CP1479390,G43364,16B
PP3698553,SY2658,20C
JX9895282,UA8905,3E
WP6017944,AS2376,19C
GV1925679,B61186,1E
AX3444379,SY1214,9A
AI3809178,AA6356,3D
UK3230350,G44430,16A
XB3612270,SY5572,30D
AY9740125,B66675,12E
BB7227182,WN7322,26A
PT8336818,F94628,7A
TY7686613,UA1486,27E
YO6074486,SY8036,8E
CJ1967011,WN5845,25B
RU7822884,F94599,16E
RM4856780,WN7682,9D
BJ8742285,G41786,22D
KG0869832,NK9560,12A
IX7737659,SY1437,5A
XT0300736,WN5714,9A
JI5433986,AA4159,9B
YO6306166,G43364,5E
WL1087170,AA9721,30E
AD3083826,SY1399,10D
EJ4489745,DL4211,6B
HO2192589,F93006,3B
CF8457314,F95795,6A
RM2577126,WN1105,7E
CA9066258,AA2452,19D
JR5180021,NK1978,12A
XQ2132234,G44923,11D
ZU7613785,UA4486,12C
LY0667105,SY5171,15E
QE9960351,AA9721,24B
UP9778597,G46225,20C
JL3967760,F96630,2F
FV1750421,NK1934,13F
KO9359136,NK1978,5E
HB8932402,F92816,2C
WR2650378,UA1241,21D
XE9971512,DL8153,11D
BR0715892,DL8556,25F
FG5787208,G46152,19B
XQ1527921,SY3482,1A
UF7655359,AS8403,28E
DD1195594,DL4164,25B
DR9844498,SY8218,15B
LB7806702,WN8320,20D
FF6496088,NK7192,24A
NC0803104,B62145,27B
HE3629555,WN2827,19F
CI6065079,F97267,17F
QJ4277176,DL8153,22D
KL9166530,AA7717,12D
EB9920588,DL5026,12D
VZ4233929,SY8661,15C
QZ7512217,WN5278,11F
TJ3025768,G41031,19A
UK0440520,WN3706,8F
WY5290621,F96387,4E
IJ3485054,AS8403,1C
NV0650799,WN6373,5F
GA3844193,NK3205,28D
CF0423111,AA5745,30F
VC7820299,AS7701,24E
EF3472189,B62121,4A
JZ3493625,DL8153,24D
QO6826090,F95736,26D
CK5799008,NK8066,11D
JQ2552922,UA5473,24B
SB9538826,DL8923,23C
IQ6407996,AS6630,5D
KZ8750637,B69270,27A
ZW0722999,NK2613,30C
ND9818765,UA8195,18E
ER4820402,AS6630,3A
TL7815415,B66002,25A
WT8427074,NK3153,1E
ZV8240137,G43772,9F
ZB3692596,AS7701,30E
HQ8009780,NK2099,6A
BW9439534,G45459,6E
ZY9334722,NK4814,29D
CJ5338693,F96872,2E
RP4726317,B63645,9B
XE1233950,F96107,22C
WW0844123,B63223,25B
VS1559485,DL7254,6E
QW2324096,UA6424,16D
YP7019024,AA6228,2D
UC6874269,WN9737,14C
HP3182663,DL4497,7D
JW0405974,AS1048,22C
FE4854381,WN7314,15B
GB3494894,NK3670,11C
NU5096817,AS8014,7C
MR7115294,G47754,20C
BQ5489414,G45486,13E
EZ7952944,B61065,29A
FQ0157954,G44923,5B
OT6046031,NK5275,6E
GY2364307,AS3926,28F
AH1594549,SY1399,13C
DW1183404,AS6630,24B
KR8749572,G47009,10C
JI3334439,DL5833,17D
XD9180097,DL5026,12C
AN9230281,G41446,26E
RM1615184,DL3882,3C
AF3292007,G42640,13D
AM1306521,NK5823,27F
XE1233950,NK4814,5F
SI8930491,SY8036,16D
RK9681227,F97422,14A
PS9431196,NK2749,7E
OA0624051,DL5026,14F
UO4346274,B67643,22F
UX4709212,F98339,5D
LD9509286,WN5845,7A
JT6317752,NK1934,28F
UA5890156,AS6984,15A
FQ1400767,AA2452,2D
MS2985069,NK7347,5E
IN4387842,AS2394,12B
WC6885547,AA6356,3D
PV9037787,F94103,8E
EA1410893,NK7314,4C
HQ8009780,UA7486,13E
KC9294981,G46169,18F
PQ0902065,G43627,22C
WC0204369,WN3706,13C
VR3255371,F91506,16E
HX1744813,NK4814,8F
GY3635192,SY9777,7F
EB9920588,AS7701,18F
MD8044880,WN4909,15C
TF7790446,SY3310,2E
UU8896039,UA5195,20B
RN5644698,WN7257,7F
XC0575347,WN1816,24B
UF6867744,WN6037,3F
FC0131254,SY2141,18E
XB3612270,B62220,30B
PO9672157,SY9733,15D
CX2355902,SY6858,22C
GI7218527,AA3864,12A
KM9503913,SY1748,13C
LR0596314,NK2749,29F
DT1296459,B68900,3C
PD5559712,F91506,11E
IN2208506,WN7314,4D
XN8790952,B68668,5E
UC5795500,AA1020,24C
GJ7157461,B67412,17E
SZ1500562,UA4010,20B
UK8876684,F96796,24C
WB9099317,F95736,20B
YH2467104,SY8661,29F
WA4121382,AS1471,30F
OD4135642,AS6974,14D
BZ6610998,NK3205,10C
AS4300610,WN4733,6D
DP7075280,G41102,7C
RU7822884,B61071,21D
OW4862272,AA8894,2E
IB7774093,B69265,17E
GZ3861611,NK4069,4D
WY9306644,WN3785,2A
JV6723910,B65056,29F
LK7593273,DL5240,2C
RJ2850323,AA7260,20A
FI5410449,AA3864,14C
FW8218055,DL5833,18E
FG4436960,F93006,19F
JY9978591,NK7347,29F
BR1855165,F91909,28E
MN7043581,DL5973,30E
OQ6600562,UA5038,2F
OV3309260,F93006,1F
DI5143996,UA4473,5C
ZY9334722,G43537,5A
AB0560333,WN4206,20D
DQ7353530,DL3424,6E
ZA9668922,F94318,2C
TL9629239,AS6974,12D
ND4729564,NK9560,2B
MQ3435783,B67412,17E
SY5970301,G43307,16F
HK1923577,UA2888,11B
VX3302004,F96234,28A
XO9749915,WN8014,20F
RP6313444,B61186,4F
JD6974957,DL6094,21D
LV0295036,F92686,7D
ND5191057,B67431,27E
DR1727318,F97348,8A
SE6628897,UA9387,5F
WM2832356,B62853,1D
VF7346484,NK2993,15A
RV8811560,UA6424,4B
AJ9415647,NK1017,18C
CR3458153,F92879,5A
KC5710381,SY1437,23D
KA9902381,WN2415,9A
HM5782638,SY1573,14E
AI0381129,AS7701,1C
JJ1413445,SY1214,7F
IW5950354,F98700,12A
DC3980144,NK7897,24A
VI1201657,WN7830,16A
QH5160926,NK3900,3E
TT1914628,NK7469,22A
DI5874213,SY5819,12B
BH7090775,G47817,14D
EG5986703,UA1599,11F
KK8284097,G45339,20B
TJ1881959,UA3100,29E
OQ4315947,AA6356,14D
ME2058660,G43537,15B
KG2051911,WN1816,10E
FX4292408,B65056,16D
NA1910323,DL6040,23F
PJ9071068,B69270,14D
ZP6136081,B64079,15B
NO2612327,DL5026,25C
LK7593273,NK1017,25C
FH6275507,UA7831,16E
ON7970759,DL3882,28A
DJ8558342,F98672,2E
YJ6619707,B68668,19F
RD7006129,F91153,12E
TR0342851,G41031,9C
IF4113168,F94567,27B
GH4000130,NK2378,27D
XJ6248137,B62853,23C
EJ9876783,SY1399,5E
KM8809065,WN2722,24F
ZB4773792,F91506,21A
RK5187758,AA1020,8E
RW4952243,NK2985,4D
PR8136996,SY2712,11D
RI5927315,G43307,8F
AW2968628,F97552,9D
SX4670593,WN3785,28C
DF4053147,SY6858,17A
SC0925030,WN6786,11D
OB9040730,UA4473,6D
KK8284097,NK8966,23B
ZQ0411986,G43537,26C
SP7440345,F92879,30B
PB4333695,NK8666,8B
QK5953657,F98742,13E
OP5726387,AA6323,2E
VC8280454,SY5171,9E
MM2520673,G44342,7F
HX6705543,F96387,22A
VC8280454,SY4732,16D
WQ4180333,SY3482,16D
MD6482647,DL8153,24F
IF1095141,B68668,20D
DX6279686,WN5837,5E
AR8208173,DL3424,24E
WL9195600,NK8885,17F
CP8222838,F93032,24B
EG6167065,SY6858,19B
XD8016502,AA8499,14B
LG3135713,SY6497,17A
RG1111187,UA4433,24F
EA1410893,AA9801,18B
HB0363309,F95736,4D
HO2192589,DL7948,28D
XJ3070257,NK3900,7B
UO2179779,AA5055,8B
ML6011781,UA8018,30C
VV9838121,G41446,25B
KL9166530,UA9465,20C
MV3276263,UA6250,28F
KL0017454,UA1130,9A
MJ6718352,SY9733,29B
IW5950354,AS7701,30C
GH2726280,B62287,29B
BH5472793,WN6393,20F
OD4135642,SY7998,24D
OC4473367,B65599,13B
ZT0121729,G47754,10C
XH0715389,DL4036,24A
QX1680800,F94599,9A
QL2484745,AA3206,24D
OB3703228,SY9450,30A
XR7593968,G45459,14B
DG2707562,F92879,18C
SM2015498,UA7097,21A
MO9264791,F98339,14E
ZQ0411986,WN7844,24A
PN8340279,AS8506,1C
WF0986389,SY1748,2C
ET9349144,NK7342,24D
KL3986264,WN7844,27E
FW7194107,SY1478,27B
UO4346274,NK3153,24D
RQ5468078,F92825,25B
AL2268775,G46169,9A
VF0838602,WN5714,1D
WQ4845872,DL4239,17F
WJ4800767,WN7830,2D
DL9279032,F94764,29E
AO6221895,NK3795,7F
SD4169706,B67643,22A
GX1025791,AS1861,3D
WD2021097,NK1017,22E
ER3162902,AA4640,17A
WJ8556857,WN6373,19F
MS8541597,G48551,3A
ON5568061,UA6250,24C
PK0689906,SY5572,15A
WS0827002,DL6547,25B
TS7695492,NK8666,12E
UB4657628,WN4109,13C
MB7534747,WN4359,18F
SL2853326,B68443,13A
OQ0622175,WN3180,17F
SL9349671,F96796,20F
SZ1500562,NK2749,5C
PO1376793,G44430,13F
WP5906109,F97500,2A
RD4010999,WN8862,2A
XI3774153,G41786,6F
YK9972273,UA7727,19C
EQ7612209,DL2507,27B
CN7057250,DL8073,13F
OS1265536,AA4142,25C
TM5624438,SY2510,23E
DR7753450,AS6984,27D
CT6310898,F93032,29C
WM3157262,UA5977,22E
KM4393772,AA2382,7D
XJ8573384,WN1157,26E
HE5586988,AA8642,7E
GB9213296,AA2452,9C
ZJ7289608,G49193,21E
LJ8989909,F94599,3E
OU7476395,WN7682,16A
FD3015401,WN2341,6A
OK6500351,NK8666,8C
IQ6866592,AA1020,24F
JE1950031,WN6317,27D
VX1838567,AA4159,2F
TD8771438,WN8014,3B
NL2725812,DL4497,10E
UK0074043,DL6571,20B
YT1502826,WN5188,28F
TD7430912,UA5577,26B
TO0134429,UA5198,20B
MB3021360,DL7051,10A
GZ6316781,AS6049,2F
VS4928395,AA3643,14D
YQ7269830,AA7260,20E
GO2175526,UA1919,17B
YN5970268,UA8018,12A
CF8935289,B65056,20D
VN5730026,DL4696,21F
KF7519700,G43148,12E
BF8271125,DL2287,23C
QP9750589,F92686,3C
KG8529360,NK1017,4F
CH4321850,G48442,11C
AY6925486,UA1919,27A
UC5795500,DL3452,16E
KG3082122,DL6412,12A
NF4655731,SY5171,27B
ZD9085370,UA8905,8E
YP9194402,G46152,5F
QA9274262,NK6450,19D
RI4665936,F92825,15A
JL6263622,SY6939,1C
YS7714413,UA5038,16F
CO0288134,F94103,13E
TD8404827,AA7717,28E
EU0176582,AA4672,9F
BJ8115470,B62882,13D
JM3683585,DL6571,25C
TJ2260803,SY1452,16E
VE2993196,UA1130,19E
ZC8968353,WN1816,7D
XJ6248137,F92686,27D
DN1785599,UA1241,1D
XH0483962,NK3308,9A
FF3206896,AA7410,5F
GE3052597,NK2018,7D
NS9663302,AA9801,16F
GA4905108,UA6424,2A
LX8780596,AS6451,21F
PR6004222,UA4617,11E
VZ3059061,DL3774,2E
DC3004904,DL7051,22B
YN4887050,DL4585,22C
WB7106001,AA9175,17D
TU7377461,AA5055,4C
LV7740427,NK9648,15D
ZM4236079,WN6626,12E
UM2786032,SY9733,19A
TC9563027,NK1621,19D
DF0552337,UA7486,2D
MX8438854,G47009,14D
FE4854381,DL4211,26A
JA5226390,F94567,5D
TB5116552,UA5038,5F
AT8991722,DL7051,27D
YN6698534,B65536,6E
XT8846527,AS6984,13E
BN1087832,SY2510,24C
SA3804955,WN6080,5F
YX6551379,DL6021,24D
IP2962210,DL4497,10F
